rank,finalWorth,category,personName,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,birthDate,lastName,firstName,date,cpi_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,Age as of 1 Jan 2023
2259,1200,Diversified,Jose Ermirio de Moraes Neto,Brazil,Brasília,Diversified,Diversified,Brazil,False,D,M,1952-06-17 00:00:00,Ermirio de Moraes Neto,Jose,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,71
2259,1200,Manufacturing,Fang Hongbo,China,Beijing,Home appliances,Manufacturing,China,True,D,M,1967-01-01 00:00:00,Fang,Hongbo,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56
2259,1200,Manufacturing,David Feffer,Brazil,Brasília,Pulp and paper,Manufacturing,Brazil,False,D,M,1956-11-13 00:00:00,Feffer,David,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,67
2259,1200,Manufacturing,Zsolt Felcsuti,Hungary,Budapest,Manufacturing,Manufacturing,Hungary,True,N,M,1971-05-26 00:00:00,Felcsuti,Zsolt,4/4/2023 5:01,121.64,160967157504.0,48.5,100.8,75.8,23.0,37.9,9769949.0,47.162494,19.503304,52
2259,1200,Fashion & Retail,Ben Francis,United Kingdom,London,Fitness clothing,Fashion & Retail,United Kingdom,True,N,M,1992-06-04 00:00:00,Francis,Ben,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,31
2259,1200,Fashion & Retail,Gary Friedman,United States,"Washington, D.C.",Furniture retail,Fashion & Retail,United States,True,D,M,1957-08-06 00:00:00,Friedman,Gary,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,66
2259,1200,Metals & Mining,Dan Gertler,Israel,Jerusalem,Mining,Metals & Mining,Israel,False,E,M,1973-12-23 00:00:00,Gertler,Dan,4/4/2023 5:01,108.15,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,50
2259,1200,Manufacturing,Balkrishan Goenka,India,New Delhi,Textiles,Manufacturing,India,True,D,M,1966-08-15 00:00:00,Goenka,Balkrishan,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,57
2259,1200,Finance & Investments,Lawrence Golub,United States,"Washington, D.C.",Private equity,Finance & Investments,United States,True,E,M,1959-10-03 00:00:00,Golub,Lawrence,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,64
2259,1200,Manufacturing,Saroj Rani Gupta,India,New Delhi,Steel tubes,Manufacturing,India,True,N,F,1950-07-05 00:00:00,Gupta,Saroj Rani,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,73
2259,1200,Technology,Anthony Hall,Australia,Canberra,Technology,Technology,Australia,True,N,M,1955-06-27 00:00:00,Hall,Anthony,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,68
2259,1200,Construction & Engineering,Fahed Hariri,United Kingdom,Beirut,"Construction, investments",Construction & Engineering,Lebanon,False,E,M,1980-12-29 00:00:00,Hariri,Fahed,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,43
2259,1200,Fashion & Retail,Richard Hayne,United States,"Washington, D.C.",Urban Outfitters,Fashion & Retail,United States,True,E,M,1947-09-01 00:00:00,Hayne,Richard,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,76
2259,1200,Finance & Investments,Michael Heine,Australia,Canberra,Financial services,Finance & Investments,Australia,True,E,M,1949-11-01 00:00:00,Heine,Michael,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,74
2259,1200,Technology,Orion Hindawi,United States,"Washington, D.C.",Software,Technology,United States,True,D,M,1980-01-10 00:00:00,Hindawi,Orion,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,43
2259,1200,Gambling & Casinos,Lawrence Ho,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,False,R,M,1977-01-16 00:00:00,Ho,Lawrence,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,46
2259,1200,Fashion & Retail,Huang Guanlin,China,Beijing,"Textiles, apparel",Fashion & Retail,China,True,D,M,1965-01-01 00:00:00,Huang,Guanlin,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58
2259,1200,Technology,Sam Hupert,Australia,Canberra,Technology,Technology,Australia,True,N,M,1954-12-25 00:00:00,Hupert,Sam,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,69
2259,1200,Telecom,Mohammed Ibrahim,United Kingdom,London,Communications,Telecom,United Kingdom,True,E,M,1946-05-03 00:00:00,Ibrahim,Mohammed,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,77
2259,1200,Food & Beverage,Shirley Kao,Taiwan,Taipei,Food & beverage retailing,Food & Beverage,Taiwan,False,E,F,1956-09-02 00:00:00,Kao,Shirley,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,67
2259,1200,Finance & Investments,David Kaplan,United States,"Washington, D.C.",Finance,Finance & Investments,United States,True,N,M,1967-08-29 00:00:00,Kaplan,David,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,56
2259,1200,Fashion & Retail,Kim Kardashian,United States,"Washington, D.C.","Shapewear, cosmetics, reality TV",Fashion & Retail,United States,True,D,F,1980-10-21 00:00:00,Kardashian,Kim,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,43
2259,1200,Manufacturing,Ke Guihua,China,Beijing,Auto parts,Manufacturing,China,True,U,M,1965-10-13 00:00:00,Ke,Guihua,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,58
2259,1200,Healthcare,Ke Yunfeng & family,China,Beijing,Retailing,Healthcare,China,True,U,M,1967-01-01 00:00:00,Ke,Yunfeng,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,56
2259,1200,Real Estate,Alexander Klyachin,Russia,Moscow,Real estate,Real Estate,Russia,True,R,M,1967-05-18 00:00:00,Klyachin,Alexander,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,56
2259,1200,Manufacturing,Christine Knauf,Germany,Berlin,Building materials,Manufacturing,Germany,False,D,F,1981-08-02 00:00:00,Knauf,Christine,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,42
2259,1200,Manufacturing,Karl Knauf,Germany,Berlin,Building materials,Manufacturing,Germany,False,D,M,1909-03-27 00:00:00,Knauf,Karl,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,114
2259,1200,Automotive,Suresh Krishna,India,New Delhi,Auto parts,Automotive,India,False,U,M,1936-12-24 00:00:00,Krishna,Suresh,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,87
2259,1200,Media & Entertainment,Guy Laliberté,Canada,Ottawa,Cirque du Soleil,Media & Entertainment,Canada,True,E,M,1960-01-01 00:00:00,Laliberté,Guy,4/4/2023 5:01,116.76,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,63
2259,1200,Technology,Lee Su-jin,South Korea,Seoul,Hospitality,Technology,South Korea,True,N,M,1978-02-01 00:00:00,Lee,Su-jin,4/4/2023 5:01,115.16,1665250000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,45
2259,1200,Manufacturing,Li Guoqing,China,Beijing,Petro Fibre,Manufacturing,China,True,D,M,1970-02-22 00:00:00,Li,Guoqing,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,53
2259,1200,Healthcare,Li Li,China,Beijing,Pharmaceuticals,Healthcare,China,True,D,M,1964-02-09 00:00:00,Li,Li,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
2259,1200,Healthcare,Li Ruiqiang,China,Beijing,Medical services,Healthcare,China,True,D,M,1979-11-01 00:00:00,Li,Ruiqiang,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,44
2259,1200,Manufacturing,Zhen Li & family,China,Beijing,Lithium batteries,Manufacturing,China,True,D,M,1964-01-23 00:00:00,Li,Zhen,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,59
2259,1200,Manufacturing,Guangwei Liang,China,Beijing,Conglomerate,Manufacturing,China,True,D,M,1963-09-01 00:00:00,Liang,Guangwei,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60
2259,1200,Energy,Liu Ming Hui,Hong Kong,Beijing,Natural gas distribution,Energy,China,True,D,M,1963-01-01 00:00:00,Liu,Ming Hui,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,60
2259,1200,Technology,Frederic Luddy,United States,"Washington, D.C.",Software,Technology,United States,True,D,M,1954-11-24 00:00:00,Luddy,Frederic,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,69
2259,1200,Food & Beverage,"Cargill MacMillan, III.",United States,"Washington, D.C.",Cargill,Food & Beverage,United States,False,D,M,1959-12-21 00:00:00,MacMillan,Cargill,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,64
2259,1200,Food & Beverage,John MacMillan,United States,"Washington, D.C.",Cargill,Food & Beverage,United States,False,D,M,1949-09-20 00:00:00,MacMillan,John,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,74
2259,1200,Food & Beverage,Martha MacMillan,United States,"Washington, D.C.",Cargill,Food & Beverage,United States,False,D,F,1951-10-01 00:00:00,MacMillan,Martha,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,72
2259,1200,Food & Beverage,William MacMillan,United States,"Washington, D.C.",Cargill,Food & Beverage,United States,False,D,M,1954-05-25 00:00:00,MacMillan,William,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,69
2259,1200,Diversified,Keshub Mahindra,India,New Delhi,Diversified,Diversified,India,False,R,M,1923-10-09 00:00:00,Mahindra,Keshub,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,100
2259,1200,Manufacturing,Mao Zhongwu,China,Beijing,Manufacturing,Manufacturing,China,True,D,M,1962-08-13 00:00:00,Mao,Zhongwu,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,61
2259,1200,Construction & Engineering,Jorge Mas,United States,"Washington, D.C.",Construction,Construction & Engineering,United States,False,U,M,1963-02-28 00:00:00,Mas,Jorge,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60
2259,1200,Diversified,Lorinc Meszaros,Hungary,Budapest,Diversified,Diversified,Hungary,True,E,M,1966-02-25 00:00:00,Meszaros,Lorinc,4/4/2023 5:01,121.64,160967157504.0,48.5,100.8,75.8,23.0,37.9,9769949.0,47.162494,19.503304,57
2259,1200,Technology,Jeffrey Michael & family,United States,"Washington, D.C.",Data management,Technology,United States,True,U,M,1956-07-18 00:00:00,Michael,Jeffrey,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,67
2259,1200,Healthcare,Alan Miller & family,United States,"Washington, D.C.",Healthcare services,Healthcare,United States,True,D,M,1937-08-17 00:00:00,Miller,Alan,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,86
2259,1200,Automotive,Ulrich Mommert & family,Austria,Vienna,Lighting,Automotive,Austria,True,E,M,1941-01-11 00:00:00,Mommert,Ulrich,4/4/2023 5:01,118.06,471400000000.0,85.1,103.1,81.6,25.4,51.4,8877067.0,47.516231,14.550072,82
2259,1200,Diversified,Neide Helena de Moraes,Brazil,Brasília,Diversified,Diversified,Brazil,False,D,F,1955-02-15 00:00:00,Moraes,Neide Helena de,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,68
2259,1200,Finance & Investments,Scott Nuttall,United States,"Washington, D.C.",Private equity,Finance & Investments,United States,True,U,M,1972-11-25 00:00:00,Nuttall,Scott,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,51
2259,1200,Manufacturing,Kailashchandra Nuwal,India,New Delhi,Industrial explosives,Manufacturing,India,False,N,M,1957-07-06 00:00:00,Nuwal,Kailashchandra,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,66
2259,1200,Food & Beverage,Axel Oberwelland & family,Germany,Berlin,Candy,Food & Beverage,Germany,False,Split Family Fortune,M,1967-01-01 00:00:00,Oberwelland,Axel,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,56
2259,1200,Technology,Jonathan Oringer,United States,"Washington, D.C.",Stock photos,Technology,United States,True,D,M,1974-05-02 00:00:00,Oringer,Jonathan,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,49
2259,1200,Food & Beverage,Vitaly Orlov,Russia,Moscow,Fisheries,Food & Beverage,Russia,True,R,M,1965-01-01 00:00:00,Orlov,Vitaly,4/4/2023 5:01,180.75,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,58
2259,1200,Real Estate,Jose Isaac Peres & family,Brazil,Brasília,Shopping malls,Real Estate,Brazil,True,U,M,1940-07-18 00:00:00,Peres,Jose Isaac,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,83
2259,1200,Media & Entertainment,Markus Persson,Sweden,Stockholm,Computer games,Media & Entertainment,Sweden,True,D,M,1979-06-01 00:00:00,Persson,Markus,4/4/2023 5:01,110.51,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,44
2259,1200,Technology,Mark Pincus,United States,"Washington, D.C.",Online games,Technology,United States,True,D,M,1966-02-13 00:00:00,Pincus,Mark,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,57
2259,1200,Diversified,Murdaya Poo,Indonesia,Jakarta,Diversified,Diversified,Indonesia,False,E,M,1941-01-12 00:00:00,Poo,Murdaya,4/4/2023 5:01,151.18,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,82
2259,1200,Healthcare,Forrest Preston,United States,"Washington, D.C.",Health care,Healthcare,United States,True,D,M,1933-03-22 00:00:00,Preston,Forrest,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,90
2259,1200,Food & Beverage,Qian Ying,China,Beijing,Pig breeding,Food & Beverage,China,True,D,F,1966-01-01 00:00:00,Qian,Ying,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,57
2259,1200,Manufacturing,Jimmy Rane,United States,"Washington, D.C.",Lumber,Manufacturing,United States,True,N,M,1946-09-15 00:00:00,Rane,Jimmy,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,77
2259,1200,Finance & Investments,Andrei Rappoport,Switzerland,Moscow,Investments,Finance & Investments,Russia,True,E,M,1963-06-22 00:00:00,Rappoport,Andrei,4/4/2023 5:01,99.55,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512,60
2259,1200,Food & Beverage,Hugo Ribeiro & family,Brazil,Brasília,Agribusiness,Food & Beverage,Brazil,False,Split Family Fortune,M,1990-10-30 00:00:00,Ribeiro,Hugo,4/4/2023 5:01,167.4,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,33
2259,1200,Finance & Investments,Bennett Rosenthal,United States,"Washington, D.C.",Finance,Finance & Investments,United States,True,N,M,1963-09-24 00:00:00,Rosenthal,Bennett,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,60
2259,1200,Real Estate,Atul Ruia,India,New Delhi,Real estate,Real Estate,India,False,N,M,1971-02-26 00:00:00,Ruia,Atul,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,52
2259,1200,Finance & Investments,Thomas Sandell,United Kingdom,Stockholm,Hedge funds,Finance & Investments,Sweden,True,D,M,1961-02-01 00:00:00,Sandell,Thomas,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,62
2259,1200,Food & Beverage,Francesco Saputo,Canada,Ottawa,Cheese,Food & Beverage,Canada,False,N,M,1909-07-06 00:00:00,Saputo,Francesco,4/4/2023 5:01,116.76,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,114
2259,1200,Construction & Engineering,Dhruv Sawhney,United Arab Emirates,New Delhi,"Engineering, sugar",Construction & Engineering,India,False,U,M,1944-06-26 00:00:00,Sawhney,Dhruv,4/4/2023 5:01,114.52,421142267938.0,36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818,79
2259,1200,Finance & Investments,Gerald Schwartz,Canada,Ottawa,Finance,Finance & Investments,Canada,True,D,M,1941-11-24 00:00:00,Schwartz,Gerald,4/4/2023 5:01,116.76,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,82
2259,1200,Fashion & Retail,Antonio Luiz Seabra,United Kingdom,Brasília,Cosmetics,Fashion & Retail,Brazil,True,D,M,1943-01-01 00:00:00,Seabra,Antonio Luiz,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,80
2259,1200,Technology,Eric Ya Shen,China,Beijing,Online apparel retail,Technology,China,True,R,M,1971-01-01 00:00:00,Shen,Eric Ya,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,52
2259,1200,Technology,Sytse 'Sid' Sijbrandij,United States,Amsterdam,Software,Technology,Netherlands,True,N,M,1979-08-01 00:00:00,Sijbrandij,Sytse 'Sid',4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,44
2259,1200,Automotive,Alexander Sixt,Germany,Berlin,Car rentals,Automotive,Germany,False,D,M,1979-10-24 00:00:00,Sixt,Alexander,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,44
2259,1200,Automotive,Konstantin Sixt,Germany,Berlin,Car rentals,Automotive,Germany,False,D,M,1982-12-02 00:00:00,Sixt,Konstantin,4/4/2023 5:01,112.85,4072190000000.0,70.2,70.2,80.9,11.5,48.8,83132799.0,51.165691,10.451526,41
2259,1200,Energy,Edwin Soeryadjaya,Indonesia,Jakarta,"Coal, investments",Energy,Indonesia,False,D,M,1949-07-17 00:00:00,Soeryadjaya,Edwin,4/4/2023 5:01,151.18,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,74
2259,1200,Healthcare,Abhay Soi,India,New Delhi,Healthcare,Healthcare,India,True,N,M,1973-08-19 00:00:00,Soi,Abhay,4/4/2023 5:01,180.44,3385090000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,50
2259,1200,Technology,Mike Speiser,United Kingdom,"Washington, D.C.",Software,Technology,United States,True,U,M,1971-01-25 00:00:00,Speiser,Mike,4/4/2023 5:01,119.62,3070670000000.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,52
2259,1200,Construction & Engineering,Marco Squinzi,Italy,Rome,Chemical products,Construction & Engineering,Italy,False,D,M,1971-09-23 00:00:00,Squinzi,Marco,4/4/2023 5:01,110.62,2010430000000.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,52
2259,1200,Construction & Engineering,Veronica Squinzi,Italy,Rome,Chemical products,Construction & Engineering,Italy,False,D,F,1972-01-01 00:00:00,Squinzi,Veronica,4/4/2023 5:01,110.62,2010430000000.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,51
2259,1200,Finance & Investments,Michael Steinhardt,United States,"Washington, D.C.",Hedge funds,Finance & Investments,United States,True,E,M,1940-12-07 00:00:00,Steinhardt,Michael,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,83
2259,1200,Technology,Ion Stoica,United States,Bucharest,Data analytics,Technology,Romania,True,D,M,1965-02-12 00:00:00,Stoica,Ion,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,58
2259,1200,Metals & Mining,Eddy Sugianto,Indonesia,Jakarta,Coal,Metals & Mining,Indonesia,True,N,M,1946-02-11 00:00:00,Sugianto,Eddy,4/4/2023 5:01,151.18,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,77
2259,1200,Manufacturing,Luc Tack,Belgium,Brussels,"Textile, chemicals",Manufacturing,Belgium,True,E,M,1961-09-01 00:00:00,Tack,Luc,4/4/2023 5:01,117.11,578604000000.0,79.7,103.9,81.6,24.0,55.4,11484055.0,50.503887,4.469936,62
2259,1200,Food & Beverage,Tony Tan Caktiong,Philippines,Manila,Food,Food & Beverage,Philippines,True,D,M,1953-01-05 00:00:00,Tan Caktiong,Tony,4/4/2023 5:01,129.61,376795508680.0,35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.774017,70
2259,1200,Manufacturing,Xiuguo Tang,China,Beijing,Manufacturing,Manufacturing,China,True,U,M,1963-08-25 00:00:00,Tang,Xiuguo,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60
2259,1200,Real Estate,Sam Tarascio,Australia,Canberra,Real estate,Real Estate,Australia,True,E,M,1944-07-22 00:00:00,Tarascio,Sam,4/4/2023 5:01,119.8,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136,79
2259,1200,Finance & Investments,Lina Tombolato,Italy,Rome,Financial services,Finance & Investments,Italy,False,D,F,1947-07-28 00:00:00,Tombolato,Lina,4/4/2023 5:01,110.62,2010430000000.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,76
2259,1200,Manufacturing,Ching Bor Tung,China,Beijing,Manufacturing,Manufacturing,China,True,D,M,1963-01-01 00:00:00,Tung,Ching Bor,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,60
2259,1200,Media & Entertainment,Joop van den Ende,Netherlands,Amsterdam,TV shows,Media & Entertainment,Netherlands,True,D,M,1942-02-23 00:00:00,van den Ende,Joop,4/4/2023 5:01,115.91,909070395161.0,85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266,81
2259,1200,Finance & Investments,Ruben Vardanyan & family,Armenia,Yerevan,Investment banking,Finance & Investments,Armenia,True,R,M,1968-05-25 00:00:00,Vardanyan,Ruben,4/4/2023 5:01,129.18,13672802158.0,54.6,92.7,74.9,20.9,22.6,2957731.0,40.069099,45.038189,55
2259,1200,Fashion & Retail,Sandro Veronesi & family,Italy,Rome,Fashion,Fashion & Retail,Italy,True,D,M,1959-10-18 00:00:00,Veronesi,Sandro,4/4/2023 5:01,110.62,2010430000000.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,64
2259,1200,Real Estate,Thongma Vijitpongpun,Thailand,Bangkok,Real estate,Real Estate,Thailand,True,E,M,1957-07-08 00:00:00,Vijitpongpun,Thongma,4/4/2023 5:01,113.27,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541,66
2259,1200,Finance & Investments,Thomas von Koch,Hong Kong,Stockholm,Asset management,Finance & Investments,Sweden,True,D,M,1966-03-24 00:00:00,von Koch,Thomas,4/4/2023 5:01,105.3,385546000000.0,84.39,84.39,85.83,20.0,0.0,7491609.0,22.396428,114.109497,57
2259,1200,Healthcare,Wang Fuji,China,Beijing,Pharmaceuticals,Healthcare,China,True,D,M,1987-01-18 00:00:00,Wang,Fuji,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,36
2259,1200,Manufacturing,Wang Shih-Chung,Taiwan,Taipei,Pneumatic equipments,Manufacturing,Taiwan,True,N,M,1962-01-01 00:00:00,Wang,Shih-Chung,4/4/2023 5:01,106.01,751930000000.0,0.0,100.0,81.16,20.0,5.0,23923276.0,23.69781,120.960515,61
2259,1200,Manufacturing,Wang Xiaoshen,China,Beijing,Lithium,Manufacturing,China,True,D,M,1968-10-01 00:00:00,Wang,Xiaoshen,4/4/2023 5:01,125.08,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,55
2259,1200,Diversified,J. Wayne Weaver,United States,"Washington, D.C.",Shoes,Diversified,United States,True,E,M,1935-09-01 00:00:00,Weaver,J. Wayne,4/4/2023 5:01,117.24,25462700000000.0,88.0,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,88
2259,1200,Food & Beverage,Drorit Wertheim,Israel,Jerusalem,Coca Cola Israel,Food & Beverage,Israel,False,D,F,1956-01-01 00:00:00,Wertheim,Drorit,4/4/2023 5:01,108.15,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,67
